,coef,std_err,t,p
const,0.0020990804841293114,0.0011335992640965434,1.851695348269512,0.0640695823768722
Treated,0.003599824221563505,0.00192612979884371,1.8689416589289796,0.0616309316103222
EnergyExp_x_dBrent,-0.31967845191931143,0.12133994115818138,-2.634569036938725,0.008424417007239607
RiskExp_x_dVIX,0.06253572248529328,0.023999625870017593,2.60569572309118,0.009168787263718557
FXExp_x_dINR,0.1825892924282569,0.11899896666502494,1.5343771256622334,0.12493690165642456
