date,ticker,ar,car
2021-03-29,ADANIPORTS.NS,-0.003811058819992792,-0.003811058819992792
2021-03-30,ADANIPORTS.NS,-0.01751474855384511,-0.0213258073738379
2021-03-31,ADANIPORTS.NS,-0.0043030208439919105,-0.02562882821782981
2021-04-01,ADANIPORTS.NS,0.030629247198285706,0.0050004189804558966
2021-04-02,ADANIPORTS.NS,-0.003811058819992792,0.0011893601604631046
2021-04-05,ADANIPORTS.NS,0.020742557354962908,0.021931917515426013
2021-04-06,ADANIPORTS.NS,0.1113000658547375,0.1332319833701635
2021-04-07,ADANIPORTS.NS,-0.03872678348453769,0.09450519988562582
2021-04-08,ADANIPORTS.NS,0.002368170728892262,0.09687337061451809
2021-04-09,ADANIPORTS.NS,-0.0003124095666388301,0.09656096104787926
2021-04-12,ADANIPORTS.NS,-0.06659022994090287,0.029970731106976387
2021-04-13,ADANIPORTS.NS,-0.03646741203350143,-0.006496680926525042
2021-04-14,ADANIPORTS.NS,-0.003811058819992792,-0.010307739746517833
2021-04-15,ADANIPORTS.NS,0.01667911298985151,0.006371373243333676
2021-04-16,ADANIPORTS.NS,0.00039538587172468186,0.006766759115058358
2021-04-19,ADANIPORTS.NS,-0.031780948601878745,-0.02501418948682039
2021-04-20,ADANIPORTS.NS,0.00014365918990912616,-0.02487053029691126
2021-04-21,ADANIPORTS.NS,-0.003811058819992792,-0.028681589116904053
2021-04-22,ADANIPORTS.NS,0.011907348619782402,-0.016774240497121652
2021-04-23,ADANIPORTS.NS,-0.016067230352028082,-0.032841470849149734
2021-04-26,ADANIPORTS.NS,-0.00692229149505761,-0.039763762344207344
2021-04-27,ADANIPORTS.NS,0.008871875706147378,-0.030891886638059966
2021-04-28,ADANIPORTS.NS,-0.022828044453200594,-0.05371993109126056
2021-04-29,ADANIPORTS.NS,-0.005295783651155029,-0.05901571474241559
2021-04-30,ADANIPORTS.NS,-0.007551964992612549,-0.06656767973502814
2021-05-03,ADANIPORTS.NS,0.038014540960320704,-0.028553138774707436
2021-05-04,ADANIPORTS.NS,0.015779032546492378,-0.012774106228215058
2021-05-05,ADANIPORTS.NS,-0.05330339181085417,-0.06607749803906923
2021-05-06,ADANIPORTS.NS,-0.00786023043205565,-0.07393772847112488
2021-05-07,ADANIPORTS.NS,0.024890131653957308,-0.049047596817167576
2021-05-10,ADANIPORTS.NS,-0.01527188105563911,-0.06431947787280669
2021-05-11,ADANIPORTS.NS,-0.0009801617373996993,-0.06529963961020639
2021-05-12,ADANIPORTS.NS,-0.007376792551099225,-0.07267643216130562
2021-05-13,ADANIPORTS.NS,-0.003811058819992792,-0.07648749098129841
2021-05-14,ADANIPORTS.NS,-0.02677437405563257,-0.10326186503693098
2021-05-17,ADANIPORTS.NS,0.006438919026445049,-0.09682294601048594
2021-05-18,ADANIPORTS.NS,0.011543688659659102,-0.08527925735082684
2021-05-19,ADANIPORTS.NS,-0.0028678712537087265,-0.08814712860453557
2021-05-20,ADANIPORTS.NS,-0.0037649238433723198,-0.09191205244790789
2021-05-21,ADANIPORTS.NS,-0.018161347586838798,-0.11007340003474668
2021-05-24,ADANIPORTS.NS,-0.008820270976660723,-0.11889367101140741
2021-05-25,ADANIPORTS.NS,-0.00789015592333492,-0.12678382693474233
2021-05-26,ADANIPORTS.NS,-0.017739628053543385,-0.14452345498828573
2021-05-27,ADANIPORTS.NS,-0.015461887154611702,-0.15998534214289742
2021-05-28,ADANIPORTS.NS,0.02188215365608466,-0.13810318848681274
2021-05-31,ADANIPORTS.NS,-0.02237347511515143,-0.16047666360196416
2021-03-29,ASIANPAINT.NS,0.00012506441527784657,0.00012506441527784657
2021-03-30,ASIANPAINT.NS,0.012492999988888531,0.012618064404166377
2021-03-31,ASIANPAINT.NS,-0.00835686250155353,0.004261201902612848
2021-04-01,ASIANPAINT.NS,-0.002708898626880188,0.0015523032757326603
2021-04-02,ASIANPAINT.NS,0.00012506441527784657,0.001677367691010507
2021-04-05,ASIANPAINT.NS,-0.005082052237551701,-0.0034046845465411936
2021-04-06,ASIANPAINT.NS,0.037336638399304095,0.0339319538527629
2021-04-07,ASIANPAINT.NS,9.948346373486652e-05,0.03403143731649777
2021-04-08,ASIANPAINT.NS,0.005864119494653988,0.039895556811151756
2021-04-09,ASIANPAINT.NS,-0.005532960151408456,0.0343625966597433
2021-04-12,ASIANPAINT.NS,0.014689125865941337,0.049051722525684634
2021-04-13,ASIANPAINT.NS,-0.021599121406280137,0.027452601119404497
2021-04-14,ASIANPAINT.NS,0.00012506441527784657,0.027577665534682345
2021-04-15,ASIANPAINT.NS,0.0029799649051366305,0.030557630439818975
2021-04-16,ASIANPAINT.NS,0.027304507859102517,0.05786213829892149
2021-04-19,ASIANPAINT.NS,-0.02230305091072311,0.03555908738819838
2021-04-20,ASIANPAINT.NS,-0.003876887542033733,0.031682199846164646
2021-04-21,ASIANPAINT.NS,0.00012506441527784657,0.031807264261442494
2021-04-22,ASIANPAINT.NS,-0.022039206829598895,0.0097680574318436
2021-04-23,ASIANPAINT.NS,0.0059855862479665746,0.015753643679810175
2021-04-26,ASIANPAINT.NS,0.00880110614653037,0.024554749826340545
2021-04-27,ASIANPAINT.NS,-0.001641093635784194,0.022913656190556353
2021-04-28,ASIANPAINT.NS,0.005460956393457372,0.028374612584013727
2021-04-29,ASIANPAINT.NS,-0.0017414535411451537,0.026633159042868573
2021-04-30,ASIANPAINT.NS,-0.017133128940159545,0.009500030102709028
2021-05-03,ASIANPAINT.NS,0.017853885087839295,0.027353915190548323
2021-05-04,ASIANPAINT.NS,0.00875904141339367,0.036112956603941995
2021-05-05,ASIANPAINT.NS,-0.013350151400579841,0.022762805203362154
2021-05-06,ASIANPAINT.NS,-0.012312659948169716,0.010450145255192438
2021-05-07,ASIANPAINT.NS,-0.003574697187984358,0.0068754480672080795
2021-05-10,ASIANPAINT.NS,-0.0034777117573920524,0.003397736309816027
2021-05-11,ASIANPAINT.NS,0.004210226559546441,0.0076079628693624685
2021-05-12,ASIANPAINT.NS,0.0075070265891239015,0.01511498945848637
2021-05-13,ASIANPAINT.NS,0.00012506441527784657,0.015240053873764215
2021-05-14,ASIANPAINT.NS,0.08297642774332616,0.09821648161709037
2021-05-17,ASIANPAINT.NS,-0.008657405438729778,0.08955907617836059
2021-05-18,ASIANPAINT.NS,0.005328810416233842,0.09488788659459443
2021-05-19,ASIANPAINT.NS,0.0016812517063044844,0.09656913830089892
2021-05-20,ASIANPAINT.NS,-0.0017517658905323577,0.09481737241036656
2021-05-21,ASIANPAINT.NS,0.0010841894430152661,0.09590156185338182
2021-05-24,ASIANPAINT.NS,-0.005627025297506504,0.09027453655587532
2021-05-25,ASIANPAINT.NS,0.03283461811783145,0.12310915467370677
2021-05-26,ASIANPAINT.NS,0.005093087396840054,0.1282022420705468
2021-05-27,ASIANPAINT.NS,0.0010720057085341105,0.12927424777908092
2021-05-28,ASIANPAINT.NS,-0.007318098287635823,0.12195614949144509
2021-05-31,ASIANPAINT.NS,0.005835542699088746,0.12779169219053385
2021-03-29,AXISBANK.NS,-0.0007955009026100578,-0.0007955009026100578
2021-03-30,AXISBANK.NS,-0.03996828428058322,-0.040763785183193284
2021-03-31,AXISBANK.NS,0.018155240223345543,-0.02260854495984774
2021-04-01,AXISBANK.NS,0.003037065968514052,-0.01957147899133369
2021-04-02,AXISBANK.NS,-0.0007955009026100578,-0.020366979893943746
2021-04-05,AXISBANK.NS,-0.01677701454632419,-0.03714399444026793
2021-04-06,AXISBANK.NS,-0.0163304566441375,-0.05347445108440543
2021-04-07,AXISBANK.NS,0.0003513412848629733,-0.05312310979954246
2021-04-08,AXISBANK.NS,-0.016125385238216914,-0.06924849503775937
2021-04-09,AXISBANK.NS,-0.016654260832789904,-0.08590275587054927
2021-04-12,AXISBANK.NS,0.004001534679804637,-0.08190122119074464
2021-04-13,AXISBANK.NS,0.017866180702687633,-0.064035040488057
2021-04-14,AXISBANK.NS,-0.0007955009026100578,-0.06483054139066706
2021-04-15,AXISBANK.NS,0.0029774064097430903,-0.06185313498092397
2021-04-16,AXISBANK.NS,-0.0040723542378787725,-0.06592548921880274
2021-04-19,AXISBANK.NS,-0.005573074171603423,-0.07149856339040617
2021-04-20,AXISBANK.NS,0.011450366877505516,-0.06004819651290065
2021-04-21,AXISBANK.NS,-0.0007955009026100578,-0.06084369741551071
2021-04-22,AXISBANK.NS,-0.0018441883426992944,-0.06268788575821001
2021-04-23,AXISBANK.NS,0.025098105473258157,-0.03758978028495185
2021-04-26,AXISBANK.NS,0.02644630720263438,-0.01114347308231747
2021-04-27,AXISBANK.NS,-0.019662061971405066,-0.030805535053722535
2021-04-28,AXISBANK.NS,-0.01041880808122389,-0.041224343134946426
2021-04-29,AXISBANK.NS,0.011857375393905004,-0.029366967741041423
2021-04-30,AXISBANK.NS,0.02016523092926101,-0.009201736811780412
2021-05-03,AXISBANK.NS,-0.01825474564393758,-0.027456482455717992
2021-05-04,AXISBANK.NS,0.010187529516541097,-0.017268952939176893
2021-05-05,AXISBANK.NS,0.010273636389080715,-0.006995316550096178
2021-05-06,AXISBANK.NS,-0.013929791518633118,-0.020925108068729298
2021-05-07,AXISBANK.NS,-0.009545700993958085,-0.030470809062687385
2021-05-10,AXISBANK.NS,-0.015097756759729835,-0.04556856582241722
2021-05-11,AXISBANK.NS,-0.002530027451298919,-0.04809859327371614
2021-05-12,AXISBANK.NS,-0.007833558755441991,-0.05593215202915813
2021-05-13,AXISBANK.NS,-0.0007955009026100578,-0.056727652931768194
2021-05-14,AXISBANK.NS,-0.008010039933759908,-0.06473769286552811
2021-05-17,AXISBANK.NS,0.008727196535601871,-0.05601049632992623
2021-05-18,AXISBANK.NS,-0.016190659816319484,-0.07220115614624571
2021-05-19,AXISBANK.NS,0.014299150595916254,-0.057902005550329455
2021-05-20,AXISBANK.NS,-0.0034819340019222583,-0.061383939552251715
2021-05-21,AXISBANK.NS,0.006722452758933704,-0.05466148679331801
2021-05-24,AXISBANK.NS,0.010882678299137099,-0.043778808494180914
2021-05-25,AXISBANK.NS,-0.014910810374467048,-0.05868961886864796
2021-05-26,AXISBANK.NS,-0.005246180079992242,-0.0639357989486402
2021-05-27,AXISBANK.NS,0.016116351264006935,-0.04781944768463326
2021-05-28,AXISBANK.NS,-0.024575492164125145,-0.0723949398487584
2021-05-31,AXISBANK.NS,-0.0006978559724106544,-0.07309279582116905
2021-03-29,BAJAJ-AUTO.NS,-0.0005946374777248203,-0.0005946374777248203
2021-03-30,BAJAJ-AUTO.NS,0.0033951247784414045,0.0028004873007165844
