ticker,alpha,beta,CAR_5d,CAR_10d
JSWSTEEL.NS,-0.001190577225801291,1.0659082590973892,0.3329316264179413,0.35436667152655565
CIPLA.NS,-0.0012433036974048978,0.394522574233105,0.15531456340140937,0.20769394669040533
DRREDDY.NS,-0.00413433650514864,0.36827353892376885,0.17636053403996754,0.18999208665782288
TATASTEEL.NS,-0.0005918044327532775,1.1015195117562755,0.12629881675901297,0.1674893594193045
WIPRO.NS,0.0007506601379173715,0.7440398095697587,0.07053572375115083,0.15301057959750333
DIVISLAB.NS,-0.002921634850248446,0.758231138870359,0.12941164280911382,0.1486828485903578
ASIANPAINT.NS,-0.004814491004731176,0.7476963770146137,0.10116467610787912,0.11098746314579999
BRITANNIA.NS,-0.0008046942311016215,0.2748884243287641,0.11328789423159322,0.09786167535981262
SUNPHARMA.NS,-0.00015725696777023365,0.6645208039984543,0.06409754181217465,0.0964411982227468
PIIND.NS,2.9883475421004263e-05,0.5620897089104219,0.08876131134519619,0.0917006551011364
HINDUNILVR.NS,-0.00219164812624117,0.19053552369427398,0.08701899489139803,0.08698066723314249
NESTLEIND.NS,-0.0026429189890580483,0.3315308163404734,0.08819194718473237,0.07647391862213639
HCLTECH.NS,-0.0013253297129137847,0.8093936148533645,0.07730634802829174,0.0664153053008571
TATACONSUM.NS,6.489061846539573e-05,0.7201900734555232,0.05164088461918106,0.06175415006211307
SHREECEM.NS,0.0014752229405591458,1.209166319744132,0.06114113710660129,0.0555573873772567
TITAN.NS,-0.0024009986524423897,0.7482377590393559,0.0396651498616965,0.05457787213451359
TCS.NS,-0.0008932313858722518,0.6685473779216137,0.07590111896161422,0.0516470050429582
HINDALCO.NS,0.0042209470204176164,1.213911386974912,-0.0025884423693779066,0.04446621004736257
TECHM.NS,-0.001766688151628044,0.6727633715236749,0.07672552571115923,0.044299255236972285
BHARTIARTL.NS,-0.0015745221629860084,0.8137083911158621,0.02832102111008475,0.041059229396336036
INFY.NS,9.020610334857195e-05,0.7587943001738781,0.07422412492943067,0.025857902010145713
MARUTI.NS,-0.002899745646119788,0.880110946847253,0.004232784491182352,0.014386400220195657
KOTAKBANK.NS,-0.0024492815228267448,1.0767146566938017,0.025374077437789112,0.009714740663194815
BAJAJFINSV.NS,0.0006424967838638828,1.4536814174668675,-0.01991258153006668,0.004869909499489816
GODREJAGRO.NS,-0.0012918873796066658,0.027837872395296483,0.03909208092312852,0.0024875615717937193
M&M.NS,0.0009546542420355882,1.3756855237331946,-0.05346792907231544,-0.00670196133559612
PETRONET.NS,-0.001266470889528136,0.5076045691369446,0.010535142024180849,-0.01576792072793935
COROMANDEL.NS,-0.0006330783504158249,-0.005934844408362173,0.012248010301170127,-0.016856731038285878
ONGC.NS,0.002166891814324105,1.100925187901609,-0.052231280044352416,-0.01706507801596212
ITC.NS,0.00035666090308896056,0.6597176616499901,-0.021838165036442807,-0.024400249810032068
ICICIBANK.NS,0.0009766132501418466,1.5210756112456363,-0.06164363547902701,-0.033078968961387206
EICHERMOT.NS,-0.0018738420092223986,0.826054287148087,-0.021606265820764137,-0.038741248597301936
CHAMBLFERT.NS,9.159224508230203e-05,0.017020123091112786,-0.008511186839567506,-0.04195727747565707
COALINDIA.NS,0.0011103880893747948,0.9825111171467805,-0.03735722109678413,-0.04704585729975591
GPPL.NS,0.002983542494400672,0.4682606236410633,-0.04003855435049859,-0.04762846578696754
HDFCBANK.NS,0.000443510081632598,1.1428027663497025,-0.07628662945003917,-0.04974741778654988
LT.NS,0.0001775659305923838,1.2574110051632825,-0.02355707911715005,-0.054847372920154215
BAJAJ-AUTO.NS,0.0023081624590476687,0.43945708669394656,-0.035935210810671914,-0.05618066073413895
UPL.NS,0.0054065528483375645,0.4196778723280754,-0.04668452052388636,-0.06183045655808233
IOC.NS,0.002416010607661995,0.7600596385339534,-0.060062778188154656,-0.06215791062408881
AXISBANK.NS,0.0001545443516770613,1.3501259924880773,-0.07722386049179342,-0.06302584013467719
RELIANCE.NS,0.001803903037483114,0.8910067345199861,-0.05045522484856971,-0.06745561911380926
HEROMOTOCO.NS,0.0020884052883361672,0.7633321891114652,-0.06558090405406414,-0.0788109464297147
POWERGRID.NS,0.0017708183583556565,0.9671455661035985,-0.07101455087724072,-0.08290237623048664
ULTRACEMCO.NS,0.003831373522734528,1.1462492131647468,-0.06062091173781087,-0.08361402375589619
NTPC.NS,0.002906373809527668,0.7316919162752168,-0.07267900407881775,-0.08969408354217984
ADANIPORTS.NS,0.008010487611660075,0.9440356306859006,-0.017754729190420315,-0.09335560734686207
BPCL.NS,0.003991736502321484,0.731616413837691,-0.08284561656829906,-0.09347454446901736
GESHIP.NS,0.003482885039015643,0.12913050618013922,-0.12465817831386207,-0.10089253531433723
MRPL.NS,0.0020580381550159986,0.2101410750200859,-0.09209320519284528,-0.11146481085917478
BAJFINANCE.NS,-0.0001387672969771105,1.272834106324949,-0.11999017711092663,-0.13060126281268564
INDUSINDBK.NS,0.0009872522082812754,1.5110595565879648,-0.11097888805601845,-0.13583724716431161
TATAMOTORS.NS,0.010858779350782203,1.7075341351192734,-0.12995695299975352,-0.13952066335155516
GRASIM.NS,0.006023520362726407,1.0159476492026591,-0.07325141385232685,-0.145247457648386
SBIN.NS,0.005596941199345794,1.4664957786083546,-0.12426112374475648,-0.15025306977132954
CONCOR.NS,0.007737433969821832,0.7154192205917562,-0.11719256008979778,-0.18229927281611416
SCI.NS,0.008648168266998591,0.5218652122716952,-0.21105218293308803,-0.27905359352285375
